attempt_id,phase,contrast_id,block_index,retry_index,template,position_index,label,algorithm,n,pattern,seed,block_size,workers,status,invalid_reason,external_interruption,returncode,timed_out,position_ns,input_checksum,output_checksum,executable_sha256_before,executable_sha256_after,attempt_directory
main-parallel2_linear_n4194304-b12-r0-p1-A,main,parallel2_linear_n4194304,12,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,2,VALID,,False,0,False,7232166,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel2_linear_n4194304-b12-r0-p1-A
main-parallel2_linear_n4194304-b12-r0-p2-B,main,parallel2_linear_n4194304,12,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,2,VALID,,False,0,False,4770625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel2_linear_n4194304-b12-r0-p2-B
main-parallel2_linear_n4194304-b12-r0-p3-B,main,parallel2_linear_n4194304,12,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,2,VALID,,False,0,False,5538458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel2_linear_n4194304-b12-r0-p3-B
main-parallel2_linear_n4194304-b12-r0-p4-A,main,parallel2_linear_n4194304,12,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,2,VALID,,False,0,False,3671916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel2_linear_n4194304-b12-r0-p4-A
main-parallel4_linear_n4194304-b01-r0-p1-A,main,parallel4_linear_n4194304,1,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3852708,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b01-r0-p1-A
main-parallel4_linear_n4194304-b01-r0-p2-B,main,parallel4_linear_n4194304,1,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,5677083,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b01-r0-p2-B
main-parallel4_linear_n4194304-b01-r0-p3-B,main,parallel4_linear_n4194304,1,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3996583,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b01-r0-p3-B
main-parallel4_linear_n4194304-b01-r0-p4-A,main,parallel4_linear_n4194304,1,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7860667,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b01-r0-p4-A
main-parallel4_linear_n4194304-b02-r0-p1-B,main,parallel4_linear_n4194304,2,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3488291,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b02-r0-p1-B
main-parallel4_linear_n4194304-b02-r0-p2-A,main,parallel4_linear_n4194304,2,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3345667,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b02-r0-p2-A
main-parallel4_linear_n4194304-b02-r0-p3-A,main,parallel4_linear_n4194304,2,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4648625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b02-r0-p3-A
main-parallel4_linear_n4194304-b02-r0-p4-B,main,parallel4_linear_n4194304,2,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3740666,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b02-r0-p4-B
main-parallel4_linear_n4194304-b03-r0-p1-A,main,parallel4_linear_n4194304,3,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4085041,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b03-r0-p1-A
main-parallel4_linear_n4194304-b03-r0-p2-B,main,parallel4_linear_n4194304,3,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4149916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b03-r0-p2-B
main-parallel4_linear_n4194304-b03-r0-p3-B,main,parallel4_linear_n4194304,3,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3620166,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b03-r0-p3-B
main-parallel4_linear_n4194304-b03-r0-p4-A,main,parallel4_linear_n4194304,3,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3605250,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b03-r0-p4-A
main-parallel4_linear_n4194304-b04-r0-p1-B,main,parallel4_linear_n4194304,4,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3846208,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b04-r0-p1-B
main-parallel4_linear_n4194304-b04-r0-p2-A,main,parallel4_linear_n4194304,4,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,6526167,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b04-r0-p2-A
main-parallel4_linear_n4194304-b04-r0-p3-A,main,parallel4_linear_n4194304,4,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,6452542,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b04-r0-p3-A
main-parallel4_linear_n4194304-b04-r0-p4-B,main,parallel4_linear_n4194304,4,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3660917,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b04-r0-p4-B
main-parallel4_linear_n4194304-b05-r0-p1-A,main,parallel4_linear_n4194304,5,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4956292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b05-r0-p1-A
main-parallel4_linear_n4194304-b05-r0-p2-B,main,parallel4_linear_n4194304,5,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3603792,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b05-r0-p2-B
main-parallel4_linear_n4194304-b05-r0-p3-B,main,parallel4_linear_n4194304,5,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4003041,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b05-r0-p3-B
main-parallel4_linear_n4194304-b05-r0-p4-A,main,parallel4_linear_n4194304,5,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4271208,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b05-r0-p4-A
main-parallel4_linear_n4194304-b06-r0-p1-B,main,parallel4_linear_n4194304,6,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4064917,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b06-r0-p1-B
main-parallel4_linear_n4194304-b06-r0-p2-A,main,parallel4_linear_n4194304,6,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,6759084,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b06-r0-p2-A
main-parallel4_linear_n4194304-b06-r0-p3-A,main,parallel4_linear_n4194304,6,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3246709,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b06-r0-p3-A
main-parallel4_linear_n4194304-b06-r0-p4-B,main,parallel4_linear_n4194304,6,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4000875,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b06-r0-p4-B
main-parallel4_linear_n4194304-b07-r0-p1-A,main,parallel4_linear_n4194304,7,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4857250,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b07-r0-p1-A
main-parallel4_linear_n4194304-b07-r0-p2-B,main,parallel4_linear_n4194304,7,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3668833,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b07-r0-p2-B
main-parallel4_linear_n4194304-b07-r0-p3-B,main,parallel4_linear_n4194304,7,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3536500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b07-r0-p3-B
main-parallel4_linear_n4194304-b07-r0-p4-A,main,parallel4_linear_n4194304,7,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7744458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b07-r0-p4-A
main-parallel4_linear_n4194304-b08-r0-p1-A,main,parallel4_linear_n4194304,8,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7647042,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b08-r0-p1-A
main-parallel4_linear_n4194304-b08-r0-p2-B,main,parallel4_linear_n4194304,8,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3629583,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b08-r0-p2-B
main-parallel4_linear_n4194304-b08-r0-p3-B,main,parallel4_linear_n4194304,8,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3814750,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b08-r0-p3-B
main-parallel4_linear_n4194304-b08-r0-p4-A,main,parallel4_linear_n4194304,8,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7933625,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b08-r0-p4-A
main-parallel4_linear_n4194304-b09-r0-p1-B,main,parallel4_linear_n4194304,9,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3691375,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b09-r0-p1-B
main-parallel4_linear_n4194304-b09-r0-p2-A,main,parallel4_linear_n4194304,9,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3809916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b09-r0-p2-A
main-parallel4_linear_n4194304-b09-r0-p3-A,main,parallel4_linear_n4194304,9,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4984166,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b09-r0-p3-A
main-parallel4_linear_n4194304-b09-r0-p4-B,main,parallel4_linear_n4194304,9,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4401833,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b09-r0-p4-B
main-parallel4_linear_n4194304-b10-r0-p1-A,main,parallel4_linear_n4194304,10,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3653084,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b10-r0-p1-A
main-parallel4_linear_n4194304-b10-r0-p2-B,main,parallel4_linear_n4194304,10,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4304000,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b10-r0-p2-B
main-parallel4_linear_n4194304-b10-r0-p3-B,main,parallel4_linear_n4194304,10,0,ABBA,3,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3764291,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b10-r0-p3-B
main-parallel4_linear_n4194304-b10-r0-p4-A,main,parallel4_linear_n4194304,10,0,ABBA,4,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4340542,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b10-r0-p4-A
main-parallel4_linear_n4194304-b11-r0-p1-B,main,parallel4_linear_n4194304,11,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3846458,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b11-r0-p1-B
main-parallel4_linear_n4194304-b11-r0-p2-A,main,parallel4_linear_n4194304,11,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,4890208,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b11-r0-p2-A
main-parallel4_linear_n4194304-b11-r0-p3-A,main,parallel4_linear_n4194304,11,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,5289333,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b11-r0-p3-A
main-parallel4_linear_n4194304-b11-r0-p4-B,main,parallel4_linear_n4194304,11,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3826375,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b11-r0-p4-B
main-parallel4_linear_n4194304-b12-r0-p1-B,main,parallel4_linear_n4194304,12,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3951708,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b12-r0-p1-B
main-parallel4_linear_n4194304-b12-r0-p2-A,main,parallel4_linear_n4194304,12,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7717916,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b12-r0-p2-A
main-parallel4_linear_n4194304-b12-r0-p3-A,main,parallel4_linear_n4194304,12,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,4,VALID,,False,0,False,7123292,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b12-r0-p3-A
main-parallel4_linear_n4194304-b12-r0-p4-B,main,parallel4_linear_n4194304,12,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,4,VALID,,False,0,False,3734666,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel4_linear_n4194304-b12-r0-p4-B
main-parallel8_linear_n4194304-b01-r0-p1-B,main,parallel8_linear_n4194304,1,0,BAAB,1,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3378000,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b01-r0-p1-B
main-parallel8_linear_n4194304-b01-r0-p2-A,main,parallel8_linear_n4194304,1,0,BAAB,2,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,6379250,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b01-r0-p2-A
main-parallel8_linear_n4194304-b01-r0-p3-A,main,parallel8_linear_n4194304,1,0,BAAB,3,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,4556500,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b01-r0-p3-A
main-parallel8_linear_n4194304-b01-r0-p4-B,main,parallel8_linear_n4194304,1,0,BAAB,4,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,3648750,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b01-r0-p4-B
main-parallel8_linear_n4194304-b02-r0-p1-A,main,parallel8_linear_n4194304,2,0,ABBA,1,A,linear,4194304,mixed,2026082901,1,8,VALID,,False,0,False,5447833,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b02-r0-p1-A
main-parallel8_linear_n4194304-b02-r0-p2-B,main,parallel8_linear_n4194304,2,0,ABBA,2,B,parallel,4194304,mixed,2026082901,1,8,VALID,,False,0,False,2609167,fcb14a3d4db7d7be,fc85f7a4255832b3,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,0144d4ef720e2f721643a00f3b5d4775b65d753c34781efe6c1e7b714d9dd4a9,raw/attempts/main-parallel8_linear_n4194304-b02-r0-p2-B
